airline,flightId,scheduleDateTime,estimatedDateTime,airport,chkinrange,gatenumber,codeshare,masterflightid,remark,airportCode,terminalid,target_airport_code
에어부산,BX1667,202609220630,202609220640,도쿄/나리타,E11-E19,286,Master,,출발,NRT,P03,NRT
아시아나항공,OZ1087,202609220700,202609220710,도쿄/나리타,G17-J40,282,Master,,출발,NRT,P03,NRT
에티하드 항공,EY8455,202609220700,202609220710,도쿄/나리타,G17-J40,282,Slave,OZ1087,출발,NRT,P03,NRT
전일본공수,NH6978,202609220700,202609220710,도쿄/나리타,G17-J40,282,Slave,OZ1087,출발,NRT,P03,NRT
유나이티드항공,UA7297,202609220700,202609220710,도쿄/나리타,G17-J40,282,Slave,OZ1087,출발,NRT,P03,NRT
대한항공,KE5497,202609220700,202609220710,도쿄/나리타,G17-J40,282,Slave,OZ1087,출발,NRT,P03,NRT
제주항공,7C1191,202609220720,202609220718,도쿄/나리타,L13-L36,122,Master,,출발,NRT,P02,NRT
이스타항공,ZE605,202609220725,202609220724,도쿄/나리타,F22-G13,18,Master,,출발,NRT,P01,NRT
진에어,LJ201,202609220725,202609220734,도쿄/나리타,E21-F17,208,Master,,출발,NRT,P03,NRT
대한항공,KE5741,202609220725,202609220734,도쿄/나리타,E21-F17,208,Slave,LJ201,출발,NRT,P03,NRT
제주항공,7C1193,202609220745,202609220740,도쿄/나리타,L13-L36,43,Master,,출발,NRT,P01,NRT
대한항공,KE8705,202609220735,202609220806,도쿄/나리타,A B C D,222,Master,,출발,NRT,P03,NRT
에어 프랑스,AF5376,202609220735,202609220806,도쿄/나리타,A B C D,222,Slave,KE8705,출발,NRT,P03,NRT
아에로멕시코,AM6700,202609220735,202609220806,도쿄/나리타,A B C D,222,Slave,KE8705,출발,NRT,P03,NRT
델타항공,DL7781,202609220735,202609220806,도쿄/나리타,A B C D,222,Slave,KE8705,출발,NRT,P03,NRT
일본항공,JL5206,202609220735,202609220806,도쿄/나리타,A B C D,222,Slave,KE8705,출발,NRT,P03,NRT
버진 애틀랜틱 항공,VS5503,202609220735,202609220806,도쿄/나리타,A B C D,222,Slave,KE8705,출발,NRT,P03,NRT
아시아나항공,OZ9851,202609220735,202609220806,도쿄/나리타,A B C D,222,Slave,KE8705,출발,NRT,P03,NRT
진에어,LJ203,202609220755,202609220818,도쿄/나리타,E21-F17,236,Master,,출발,NRT,P03,NRT
이스타항공,ZE601,202609220800,202609220757,도쿄/나리타,F22-G13,105,Master,,출발,NRT,P02,NRT
대한항공,KE8707,202609220805,202609220818,도쿄/나리타,A B C D,245,Master,,출발,NRT,P03,NRT
아시아나항공,OZ9847,202609220805,202609220818,도쿄/나리타,A B C D,245,Slave,KE8707,출발,NRT,P03,NRT
제주항공,7C1101,202609220810,202609220804,도쿄/나리타,L13-L36,28,Master,,출발,NRT,P01,NRT
아시아나항공,OZ102,202609220825,202609220900,도쿄/나리타,G17-J40,266,Master,,출발,NRT,P03,NRT
에티하드 항공,EY8453,202609220825,202609220900,도쿄/나리타,G17-J40,266,Slave,OZ102,출발,NRT,P03,NRT
전일본공수,NH6972,202609220825,202609220900,도쿄/나리타,G17-J40,266,Slave,OZ102,출발,NRT,P03,NRT
에어 뉴질랜드,NZ4060,202609220825,202609220900,도쿄/나리타,G17-J40,266,Slave,OZ102,출발,NRT,P03,NRT
유나이티드항공,UA7318,202609220825,202609220900,도쿄/나리타,G17-J40,266,Slave,OZ102,출발,NRT,P03,NRT
대한항공,KE5703,202609220825,202609220900,도쿄/나리타,G17-J40,266,Slave,OZ102,출발,NRT,P03,NRT
에어서울,RS705,202609220810,202609220837,도쿄/나리타,E01-E10,286,Master,,출발,NRT,P03,NRT
트리니티항공,TW241,202609220835,202609220842,도쿄/나리타,B01-B18,110,Master,,출발,NRT,P02,NRT
진에어,LJ211,202609220805,202609220852,도쿄/나리타,E21-F17,211,Master,,출발,NRT,P03,NRT
에어부산,BX164,202609220710,202609220921,도쿄/나리타,E11-E19,289,Master,,출발,NRT,P03,NRT
에어서울,RS701,202609220920,202609220924,도쿄/나리타,E01-E10,284,Master,,출발,NRT,P03,NRT
에어프레미아,YP733,202609220925,202609220923,도쿄/나리타,C07-C32,19,Master,,출발,NRT,P01,NRT
제주항공,7C1175,202609220945,202609220955,도쿄/나리타,L13-L36,130,Master,,출발,NRT,P02,NRT
파라타항공,WE501,202609220950,202609221002,도쿄/나리타,B25-B32,8,Master,,출발,NRT,P01,NRT
대한항공,KE703,202609221010,202609221024,도쿄/나리타,A B C D,267,Master,,출발,NRT,P03,NRT
아시아나항공,OZ9843,202609221010,202609221024,도쿄/나리타,A B C D,267,Slave,KE703,출발,NRT,P03,NRT
델타항공,DL7779,202609221010,202609221024,도쿄/나리타,A B C D,267,Slave,KE703,출발,NRT,P03,NRT
아에로멕시코,AM6750,202609221010,202609221024,도쿄/나리타,A B C D,267,Slave,KE703,출발,NRT,P03,NRT
에어 타히티 누이,TN1577,202609221010,202609221024,도쿄/나리타,A B C D,267,Slave,KE703,출발,NRT,P03,NRT
일본항공,JL5202,202609221010,202609221024,도쿄/나리타,A B C D,267,Slave,KE703,출발,NRT,P03,NRT
트리니티항공,TW243,202609221020,202609221012,도쿄/나리타,B01-B18,24,Master,,출발,NRT,P01,NRT
제주항공,7C1103,202609221025,202609221026,도쿄/나리타,L13-L36,38,Master,,출발,NRT,P01,NRT
이스타항공,ZE609,202609221030,202609221036,도쿄/나리타,F22-G13,126,Master,,출발,NRT,P02,NRT
파라타항공,WE503,202609221120,202609221114,도쿄/나리타,B25-B32,26,Master,,출발,NRT,P01,NRT
대한항공,KE711,202609221300,202609221320,도쿄/나리타,A B C D,254,Master,,지연,NRT,P03,NRT
델타항공,DL7895,202609221300,202609221320,도쿄/나리타,A B C D,254,Slave,KE711,지연,NRT,P03,NRT
아에로멕시코,AM6705,202609221300,202609221320,도쿄/나리타,A B C D,254,Slave,KE711,지연,NRT,P03,NRT
버진 애틀랜틱 항공,VS5541,202609221300,202609221320,도쿄/나리타,A B C D,254,Slave,KE711,지연,NRT,P03,NRT
에어 타히티 누이,TN1575,202609221300,202609221320,도쿄/나리타,A B C D,254,Slave,KE711,지연,NRT,P03,NRT
일본항공,JL5250,202609221300,202609221320,도쿄/나리타,A B C D,254,Slave,KE711,지연,NRT,P03,NRT
에어 프랑스,AF7904,202609221300,202609221320,도쿄/나리타,A B C D,254,Slave,KE711,지연,NRT,P03,NRT
아시아나항공,OZ9845,202609221300,202609221320,도쿄/나리타,A B C D,254,Slave,KE711,지연,NRT,P03,NRT
피치항공,MM652,202609221335,202609221335,도쿄/나리타,K28-K34,106,Master,,,NRT,P02,NRT
제주항공,7C1171,202609221345,202609221345,도쿄/나리타,L13-L36,23,Master,,탑승준비,NRT,P01,NRT
에어프레미아,YP735,202609221350,202609221350,도쿄/나리타,C05-C32,7,Master,,탑승준비,NRT,P01,NRT
집에어,ZG046,202609221255,202609221410,도쿄/나리타,K10-K16,113,Master,,지연,NRT,P02,NRT
이스타항공,ZE607,202609221410,202609221410,도쿄/나리타,F24-G13,9,Master,,,NRT,P01,NRT
제주항공,7C1105,202609221320,202609221430,도쿄/나리타,L13-L36,38,Master,,지연,NRT,P01,NRT
진에어,LJ209,202609221445,202609221445,도쿄/나리타,E21-F17,233,Master,,,NRT,P03,NRT
대한항공,KE5093,202609221445,202609221445,도쿄/나리타,E21-F17,233,Slave,LJ209,,NRT,P03,NRT
대한항공,KE707,202609221445,202609221445,도쿄/나리타,A B C D,255,Master,,,NRT,P03,NRT
아시아나항공,OZ9847,202609221445,202609221445,도쿄/나리타,A B C D,255,Slave,KE707,,NRT,P03,NRT
트리니티항공,TW245,202609221500,202609221500,도쿄/나리타,B01-B18,103,Master,,,NRT,P02,NRT
제주항공,7C1107,202609221500,202609221530,도쿄/나리타,L13-L36,102,Master,,지연,NRT,P02,NRT
아시아나항공,OZ106,202609221545,202609221545,도쿄/나리타,G17-J34,265,Master,,,NRT,P03,NRT
대한항공,KE5495,202609221545,202609221545,도쿄/나리타,G17-J34,265,Slave,OZ106,,NRT,P03,NRT
에티하드 항공,EY8454,202609221545,202609221545,도쿄/나리타,G17-J34,265,Slave,OZ106,,NRT,P03,NRT
전일본공수,NH6976,202609221545,202609221545,도쿄/나리타,G17-J34,265,Slave,OZ106,,NRT,P03,NRT
에어 뉴질랜드,NZ4056,202609221545,202609221545,도쿄/나리타,G17-J34,265,Slave,OZ106,,NRT,P03,NRT
유나이티드항공,UA7322,202609221545,202609221545,도쿄/나리타,G17-J34,265,Slave,OZ106,,NRT,P03,NRT
집에어,ZG044,202609221505,202609221610,도쿄/나리타,K10-K16,107,Master,,지연,NRT,P02,NRT
에어부산,BX166,202609221615,202609221615,도쿄/나리타,E11-E19,289,Master,,,NRT,P03,NRT
제주항공,7C1109,202609221625,202609221625,도쿄/나리타,L13-L36,114,Master,,,NRT,P02,NRT
에어서울,RS703,202609221645,202609221645,도쿄/나리타,E01-E10,287,Master,,,NRT,P03,NRT
이스타항공,ZE603,202609221510,202609221650,도쿄/나리타,F22-G13,108,Master,,지연,NRT,P02,NRT
대한항공,KE713,202609221715,202609221715,도쿄/나리타,A B C D,219,Master,,,NRT,P03,NRT
에어 프랑스,AF5378,202609221715,202609221715,도쿄/나리타,A B C D,219,Slave,KE713,,NRT,P03,NRT
아에로멕시코,AM6752,202609221715,202609221715,도쿄/나리타,A B C D,219,Slave,KE713,,NRT,P03,NRT
델타항공,DL7897,202609221715,202609221715,도쿄/나리타,A B C D,219,Slave,KE713,,NRT,P03,NRT
일본항공,JL5252,202609221715,202609221715,도쿄/나리타,A B C D,219,Slave,KE713,,NRT,P03,NRT
아시아나항공,OZ9849,202609221715,202609221715,도쿄/나리타,A B C D,219,Slave,KE713,,NRT,P03,NRT
트리니티항공,TW247,202609221815,202609221815,도쿄/나리타,B01-B18,103,Master,,,NRT,P02,NRT
아시아나항공,OZ108,202609221830,202609221830,도쿄/나리타,G17-J34,266,Master,,,NRT,P03,NRT
에티하드 항공,EY8455,202609221830,202609221830,도쿄/나리타,G17-J34,266,Slave,OZ108,,NRT,P03,NRT
전일본공수,NH6978,202609221830,202609221830,도쿄/나리타,G17-J34,266,Slave,OZ108,,NRT,P03,NRT
유나이티드항공,UA7297,202609221830,202609221830,도쿄/나리타,G17-J34,266,Slave,OZ108,,NRT,P03,NRT
대한항공,KE5497,202609221830,202609221830,도쿄/나리타,G17-J34,266,Slave,OZ108,,NRT,P03,NRT
대한항공,KE705,202609221835,202609221835,도쿄/나리타,A B C D,264,Master,,,NRT,P03,NRT
에어 프랑스,AF5376,202609221835,202609221835,도쿄/나리타,A B C D,264,Slave,KE705,,NRT,P03,NRT
아에로멕시코,AM6700,202609221835,202609221835,도쿄/나리타,A B C D,264,Slave,KE705,,NRT,P03,NRT
델타항공,DL7781,202609221835,202609221835,도쿄/나리타,A B C D,264,Slave,KE705,,NRT,P03,NRT
일본항공,JL5206,202609221835,202609221835,도쿄/나리타,A B C D,264,Slave,KE705,,NRT,P03,NRT
버진 애틀랜틱 항공,VS5503,202609221835,202609221835,도쿄/나리타,A B C D,264,Slave,KE705,,NRT,P03,NRT
아시아나항공,OZ9851,202609221835,202609221835,도쿄/나리타,A B C D,264,Slave,KE705,,NRT,P03,NRT
트리니티항공,TW249,202609222010,202609222010,도쿄/나리타,B01-B18,9,Master,,,NRT,P01,NRT
에어부산,BX164,202609230710,202609230710,도쿄/나리타,E11-E19,289,Master,,,NRT,P03,NRT
이스타항공,ZE605,202609230725,202609230725,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
진에어,LJ201,202609230725,202609230725,도쿄/나리타,E21-F17,213,Master,,,NRT,P03,NRT
대한항공,KE5741,202609230725,202609230725,도쿄/나리타,E21-F17,213,Slave,LJ201,,NRT,P03,NRT
이스타항공,ZE601,202609230800,202609230800,도쿄/나리타,F22-G13,115,Master,,,NRT,P02,NRT
에어서울,RS705,202609230810,202609230810,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
제주항공,7C1101,202609230810,202609230810,도쿄/나리타,L13-L36,18,Master,,,NRT,P01,NRT
아시아나항공,OZ102,202609230825,202609230825,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8453,202609230825,202609230825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
전일본공수,NH6972,202609230825,202609230825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
에어 뉴질랜드,NZ4060,202609230825,202609230825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
유나이티드항공,UA7318,202609230825,202609230825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
대한항공,KE5703,202609230825,202609230825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
트리니티항공,TW241,202609230835,202609230835,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
에어프레미아,YP731,202609230850,202609230850,도쿄/나리타,C05-C32,,Master,,,NRT,P01,NRT
에어서울,RS701,202609230920,202609230920,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
진에어,LJ205,202609230945,202609230945,도쿄/나리타,E21-F17,210,Master,,,NRT,P03,NRT
제주항공,7C1175,202609230945,202609230945,도쿄/나리타,L13-L36,24,Master,,,NRT,P01,NRT
파라타항공,WE501,202609230950,202609230950,도쿄/나리타,B25-B32,,Master,,,NRT,P02,NRT
대한항공,KE703,202609231010,202609231010,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
델타항공,DL7779,202609231010,202609231010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
아에로멕시코,AM6750,202609231010,202609231010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
에어 타히티 누이,TN1577,202609231010,202609231010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
일본항공,JL5202,202609231010,202609231010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
아시아나항공,OZ9843,202609231010,202609231010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
트리니티항공,TW243,202609231020,202609231020,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
제주항공,7C1103,202609231025,202609231025,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
파라타항공,WE503,202609231120,202609231120,도쿄/나리타,B25-B32,23,Master,,,NRT,P01,NRT
이스타항공,ZE609,202609231220,202609231220,도쿄/나리타,F24-G13,,Master,,,NRT,P02,NRT
집에어,ZG046,202609231255,202609231255,도쿄/나리타,K10-K16,,Master,,,NRT,P02,NRT
대한항공,KE711,202609231300,202609231300,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
델타항공,DL7895,202609231300,202609231300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
아에로멕시코,AM6705,202609231300,202609231300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
버진 애틀랜틱 항공,VS5541,202609231300,202609231300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
에어 타히티 누이,TN1575,202609231300,202609231300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
일본항공,JL5250,202609231300,202609231300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
에어 프랑스,AF7904,202609231300,202609231300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
아시아나항공,OZ9845,202609231300,202609231300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
제주항공,7C1105,202609231320,202609231320,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
피치항공,MM652,202609231335,202609231335,도쿄/나리타,K29-K34,,Master,,,NRT,P02,NRT
제주항공,7C1171,202609231345,202609231345,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
에어프레미아,YP735,202609231350,202609231350,도쿄/나리타,C07-C31,21,Master,,,NRT,P01,NRT
이스타항공,ZE607,202609231410,202609231410,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
진에어,LJ209,202609231445,202609231445,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
대한항공,KE707,202609231445,202609231445,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
아시아나항공,OZ9847,202609231445,202609231445,도쿄/나리타,A B C D,,Slave,KE707,,NRT,P03,NRT
대한항공,KE5093,202609231445,202609231445,도쿄/나리타,E21-F17,,Slave,LJ209,,NRT,P03,NRT
제주항공,7C1107,202609231500,202609231500,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
트리니티항공,TW245,202609231500,202609231500,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
집에어,ZG044,202609231505,202609231505,도쿄/나리타,K10-K16,,Master,,,NRT,P02,NRT
이스타항공,ZE603,202609231510,202609231510,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
아시아나항공,OZ106,202609231545,202609231545,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8454,202609231545,202609231545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
전일본공수,NH6976,202609231545,202609231545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
에어 뉴질랜드,NZ4056,202609231545,202609231545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
유나이티드항공,UA7322,202609231545,202609231545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
대한항공,KE5495,202609231545,202609231545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
에어부산,BX166,202609231615,202609231615,도쿄/나리타,E11-E19,,Master,,,NRT,P03,NRT
제주항공,7C1109,202609231625,202609231625,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
에어서울,RS703,202609231645,202609231645,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
에티오피아항공,ET672,202609231715,202609231715,도쿄/나리타,D19-D23,,Master,,,NRT,P01,NRT
대한항공,KE713,202609231715,202609231715,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
전일본공수,NH5340,202609231715,202609231715,도쿄/나리타,D19-D23,,Slave,ET672,,NRT,P01,NRT
에어 프랑스,AF5378,202609231715,202609231715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
아에로멕시코,AM6752,202609231715,202609231715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
델타항공,DL7897,202609231715,202609231715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
일본항공,JL5252,202609231715,202609231715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
아시아나항공,OZ9849,202609231715,202609231715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
트리니티항공,TW247,202609231815,202609231815,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
아시아나항공,OZ108,202609231830,202609231830,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8455,202609231830,202609231830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
전일본공수,NH6978,202609231830,202609231830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
유나이티드항공,UA7297,202609231830,202609231830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
대한항공,KE5497,202609231830,202609231830,도쿄/나리타,G17-J40,,Slave,OZ108,,NRT,P03,NRT
대한항공,KE705,202609231835,202609231835,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
에어 프랑스,AF5376,202609231835,202609231835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
아에로멕시코,AM6700,202609231835,202609231835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
델타항공,DL7781,202609231835,202609231835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
일본항공,JL5206,202609231835,202609231835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
버진 애틀랜틱 항공,VS5503,202609231835,202609231835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
아시아나항공,OZ9851,202609231835,202609231835,도쿄/나리타,A B C D,,Slave,KE705,,NRT,P03,NRT
트리니티항공,TW249,202609232010,202609232010,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
에어부산,BX164,202609240710,202609240710,도쿄/나리타,E11-E19,,Master,,,NRT,P03,NRT
이스타항공,ZE605,202609240725,202609240725,도쿄/나리타,F19-G13,,Master,,,NRT,P02,NRT
진에어,LJ201,202609240725,202609240725,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
대한항공,KE5741,202609240725,202609240725,도쿄/나리타,E21-F17,,Slave,LJ201,,NRT,P03,NRT
이스타항공,ZE601,202609240800,202609240800,도쿄/나리타,F19-G13,,Master,,,NRT,P02,NRT
에어서울,RS705,202609240810,202609240810,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
제주항공,7C1101,202609240810,202609240810,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
아시아나항공,OZ102,202609240825,202609240825,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8453,202609240825,202609240825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
전일본공수,NH6972,202609240825,202609240825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
에어 뉴질랜드,NZ4060,202609240825,202609240825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
유나이티드항공,UA7318,202609240825,202609240825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
대한항공,KE5703,202609240825,202609240825,도쿄/나리타,G17-J40,,Slave,OZ102,,NRT,P03,NRT
트리니티항공,TW241,202609240835,202609240835,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
에어프레미아,YP731,202609240850,202609240850,도쿄/나리타,C12-C31,,Master,,,NRT,P01,NRT
에어서울,RS701,202609240920,202609240920,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
진에어,LJ205,202609240945,202609240945,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
제주항공,7C1175,202609240945,202609240945,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
파라타항공,WE501,202609240950,202609240950,도쿄/나리타,B21-B32,,Master,,,NRT,P02,NRT
대한항공,KE703,202609241010,202609241010,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
델타항공,DL7779,202609241010,202609241010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
아에로멕시코,AM6750,202609241010,202609241010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
에어 타히티 누이,TN1577,202609241010,202609241010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
일본항공,JL5202,202609241010,202609241010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
아시아나항공,OZ9843,202609241010,202609241010,도쿄/나리타,A B C D,,Slave,KE703,,NRT,P03,NRT
트리니티항공,TW243,202609241020,202609241020,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
제주항공,7C1103,202609241025,202609241025,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
파라타항공,WE503,202609241120,202609241120,도쿄/나리타,B21-B32,,Master,,,NRT,P02,NRT
이스타항공,ZE609,202609241220,202609241220,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
집에어,ZG046,202609241255,202609241255,도쿄/나리타,K10-K16,,Master,,,NRT,P02,NRT
대한항공,KE711,202609241300,202609241300,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
델타항공,DL7895,202609241300,202609241300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
아에로멕시코,AM6705,202609241300,202609241300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
버진 애틀랜틱 항공,VS5541,202609241300,202609241300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
에어 타히티 누이,TN1575,202609241300,202609241300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
일본항공,JL5250,202609241300,202609241300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
에어 프랑스,AF7904,202609241300,202609241300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
아시아나항공,OZ9845,202609241300,202609241300,도쿄/나리타,A B C D,,Slave,KE711,,NRT,P03,NRT
제주항공,7C1105,202609241320,202609241320,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
피치항공,MM652,202609241335,202609241335,도쿄/나리타,K29-K34,,Master,,,NRT,P02,NRT
제주항공,7C1171,202609241345,202609241345,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
에어프레미아,YP735,202609241350,202609241350,도쿄/나리타,C03-C31,,Master,,,NRT,P01,NRT
이스타항공,ZE607,202609241410,202609241410,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
진에어,LJ209,202609241445,202609241445,도쿄/나리타,E21-F17,,Master,,,NRT,P03,NRT
대한항공,KE707,202609241445,202609241445,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
아시아나항공,OZ9847,202609241445,202609241445,도쿄/나리타,A B C D,,Slave,KE707,,NRT,P03,NRT
대한항공,KE5093,202609241445,202609241445,도쿄/나리타,E21-F17,,Slave,LJ209,,NRT,P03,NRT
제주항공,7C1107,202609241500,202609241500,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
트리니티항공,TW245,202609241500,202609241500,도쿄/나리타,A01-C34,,Master,,,NRT,P02,NRT
집에어,ZG044,202609241505,202609241505,도쿄/나리타,K10-K16,,Master,,,NRT,P02,NRT
이스타항공,ZE603,202609241510,202609241510,도쿄/나리타,F22-G13,,Master,,,NRT,P02,NRT
아시아나항공,OZ106,202609241545,202609241545,도쿄/나리타,G17-J40,,Master,,,NRT,P03,NRT
에티하드 항공,EY8454,202609241545,202609241545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
전일본공수,NH6976,202609241545,202609241545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
에어 뉴질랜드,NZ4056,202609241545,202609241545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
유나이티드항공,UA7322,202609241545,202609241545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
대한항공,KE5495,202609241545,202609241545,도쿄/나리타,G17-J40,,Slave,OZ106,,NRT,P03,NRT
에어부산,BX166,202609241615,202609241615,도쿄/나리타,E11-E19,,Master,,,NRT,P03,NRT
제주항공,7C1109,202609241625,202609241625,도쿄/나리타,L13-L36,,Master,,,NRT,P02,NRT
에어서울,RS703,202609241645,202609241645,도쿄/나리타,E01-E10,,Master,,,NRT,P03,NRT
에티오피아항공,ET672,202609241715,202609241715,도쿄/나리타,,,Master,,,NRT,P01,NRT
대한항공,KE713,202609241715,202609241715,도쿄/나리타,A B C D,,Master,,,NRT,P03,NRT
전일본공수,NH5340,202609241715,202609241715,도쿄/나리타,,,Slave,ET672,,NRT,P01,NRT
에어 프랑스,AF5378,202609241715,202609241715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
아에로멕시코,AM6752,202609241715,202609241715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
델타항공,DL7897,202609241715,202609241715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
일본항공,JL5252,202609241715,202609241715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
아시아나항공,OZ9849,202609241715,202609241715,도쿄/나리타,A B C D,,Slave,KE713,,NRT,P03,NRT
